gene,cluster,rank
ITGA2B,11,114
IGHV7-4-1,11,115
CKB,11,116
GZMH,11,117
MS4A7,11,118
SERPINA1,11,119
HMOX1,11,120
ZNF683,11,121
LST1,11,122
TRBV3-1,11,123
S100A9,11,124
STMN1,11,125
IGHV4-4,11,126
KLRD1,11,127
CCL4,11,128
IGHV3-74,11,129
IGHV1-2,11,130
IGHV5-51,11,131
IGHA2,11,132
IGLV1-51,11,133
LYPD2,11,134
IGLV2-8,11,135
CMTM5,11,136
PRF1,11,137
TRBV30,11,138
PSAP,11,139
TRDV2,11,140
IGHV2-5,11,141
NKG7,11,142
CAVIN2,11,143
IGKV2-24,11,144
LMNA,11,145
CCL3,11,146
MAFB,11,147
S100A8,11,148
FOXP3,11,149
SPARC,11,150
IGKV1-9,11,151
IGLV3-19,11,152
TREML1,11,153
APOBEC3A,11,154
IGKV1-8,11,155
MTRNR2L12,11,156
TRDC,11,157
PF4,11,158
TRBV9,11,159
TUBB1,11,160
GNG11,11,161
IGLC3,11,162
CTSW,11,163
CLDN5,11,164
FTL,11,165
PPBP,11,166
IGHV3-15,11,167
TMEM40,11,168
GZMA,11,169
MYL9,11,170
TRBV5-4,11,171
LINC02446,11,172
IGHV3-66,11,173
CCL5,11,174
S100B,11,175
GP1BA,11,176
CDKN1C,11,177
IGLV1-47,11,178
TRBV23-1,11,179
CLU,11,180
TRBV7-6,11,181
CD8A,11,182
TRBV6-5,11,183
IGLV1-44,11,184
TRAV13-1,11,185
TRDV1,11,186
TRAV27,11,187
CCL20,11,188
TRBV11-2,11,189
KLRB1,11,190
IFNG,11,191
IGHV4-34,11,192
TRAV8-1,11,193
CD8B,11,194
TNF,11,195
IGLV7-46,11,196
GZMK,11,197
TRAV38-2DV8,11,198
TRGV10,11,199
TRDV3,11,200
TRAV23DV6,11,201
TRBV4-2,11,202
TRBV19,11,203
TRBV12-4,11,204
TRAV29DV5,11,205
TRAV41,11,206
TRBV7-9,11,207
HBB,11,208
TRBV7-2,11,209
TRAV12-1,11,210
TRAV8-4,11,211
TRAV9-2,11,212
IGLV2-23,11,213
TRBV28,11,214
TRBV7-3,11,215
TRAV3,11,216
TRAV12-2,11,217
TRAV30,11,218
TRBV20-1,11,219
TRBV5-1,11,220
TRAV21,11,221
TRBV6-4,11,222
TRBV21-1,11,223
TRAV38-1,11,224
TRBV2,11,225
TRAV16,11,226
TRBV5-6,11,227
TRAV19,11,228
TRBV27,11,229
TRBV12-3,11,230
TRBV25-1,11,231
TRBV29-1,11,232
TRAV10,11,233
TRBV24-1,11,234
TRAV20,11,235
TRAV12-3,11,236
TRBV10-3,11,237
TRAV39,11,238
TRBV6-6,11,239
TRBV13,11,240
TRAV5,11,241
TRBV15,11,242
TRAV26-2,11,243
TRBV18,11,244
TRBV4-1,11,245
TRAV14DV4,11,246
TRBV6-2,11,247
TRBV5-5,11,248
TRBV14,11,249
TRBV6-1,11,250
TRBV30,12,1
TRBV3-1,12,2
TRBV24-1,12,3
TRAV16,12,4
TRBV4-2,12,5
TRAV21,12,6
TRBV27,12,7
TRAV14DV4,12,8
TRAV39,12,9
TRAV29DV5,12,10
TRDV1,12,11
TRAV12-3,12,12
TRBV28,12,13
TRAV9-2,12,14
TRAV26-2,12,15
TRAV38-1,12,16
TRAV13-1,12,17
TRAV8-4,12,18
TRAV30,12,19
TRAV20,12,20
TRAV23DV6,12,21
TRBV23-1,12,22
TRAV27,12,23
TRAV38-2DV8,12,24
TRAV12-2,12,25
TRAV12-1,12,26
TRBV6-6,12,27
TRBV11-2,12,28
TRAV3,12,29
TRBV9,12,30
KLRB1,12,31
TRBV7-3,12,32
TRBV7-2,12,33
TRDC,12,34
CD8B,12,35
TRAV8-1,12,36
TRGV10,12,37
TRBV6-5,12,38
TRAV19,12,39
S100B,12,40
TRBV21-1,12,41
FOXP3,12,42
TRBV4-1,12,43
LINC02446,12,44
TRBV15,12,45
TRAV5,12,46
TRAV10,12,47
TRBV5-4,12,48
TRAV41,12,49
IFNG,12,50
TRBV10-3,12,51
GZMK,12,52
TRBV12-3,12,53
CD8A,12,54
TRBV12-4,12,55
CTSW,12,56
TRBV7-6,12,57
TRBV29-1,12,58
TRBV7-9,12,59
STMN1,12,60
PTGDS,12,61
TRBV13,12,62
TRBV18,12,63
CCL20,12,64
GZMA,12,65
MTRNR2L12,12,66
TRBV6-4,12,67
CCL5,12,68
LMNA,12,69
KLRC1,12,70
TNF,12,71
ITM2C,12,72
TRBV5-1,12,73
TXNDC5,12,74
CLDN5,12,75
TRDV3,12,76
IGHV4-31,12,77
ZNF683,12,78
TRBV5-6,12,79
IRF7,12,80
IGKV2-24,12,81
CDKN1C,12,82
CLU,12,83
PRF1,12,84
IGHA2,12,85
TSC22D1,12,86
IGLV1-44,12,87
TRBV6-2,12,88
TRBV20-1,12,89
IGHA1,12,90
PPBP,12,91
MZB1,12,92
TRDV2,12,93
TRBV25-1,12,94
TNFRSF17,12,95
CD79A,12,96
CST7,12,97
DERL3,12,98
MYL9,12,99
CAVIN2,12,100
MPIG6B,12,101
CMTM5,12,102
FTL,12,103
CLEC4C,12,104
SPON2,12,105
F13A1,12,106
IGKV1-16,12,107
TPM2,12,108
IGHV4-4,12,109
CLIC3,12,110
XCL1,12,111
CD9,12,112
IGHV3-23,12,113
IGHV4-28,12,114
PSAP,12,115
XCL2,12,116
IGLV3-10,12,117
IGHV1-3,12,118
TRBV14,12,119
SPARC,12,120
GP1BA,12,121
TRBV6-1,12,122
IGLC3,12,123
TRBV2,12,124
NKG7,12,125
TRBV5-5,12,126
TUBB1,12,127
KLRD1,12,128
TRBV19,12,129
CKB,12,130
TREML1,12,131
IGLC2,12,132
PF4,12,133
IGHV4-59,12,134
PRSS57,12,135
PTCRA,12,136
IGKC,12,137
GNLY,12,138
IGHV3-13,12,139
GNG11,12,140
CCDC50,12,141
FGFBP2,12,142
CD74,12,143
CXCL2,12,144
CLEC10A,12,145
IGHM,12,146
IRF8,12,147
IGHV4-39,12,148
GZMH,12,149
IGLV3-19,12,150
LST1,12,151
JCHAIN,12,152
G0S2,12,153
IGKV3-20,12,154
ITGA2B,12,155
GP9,12,156
FCER1A,12,157
IGLV3-1,12,158
S100A9,12,159
IGKV1D-39,12,160
IGHV3-7,12,161
S100A8,12,162
IGKV3-15,12,163
LRRC26,12,164
MS4A1,12,165
TMEM40,12,166
HMOX1,12,167
HLA-DPB1,12,168
IGLV2-23,12,169
IGLV1-40,12,170
IGHV4-34,12,171
IGLV2-8,12,172
LYZ,12,173
IGHV3-11,12,174
IL1B,12,175
IGHV3-15,12,176
IGKV2-29,12,177
EREG,12,178
CST3,12,179
IGLV4-69,12,180
FCER1G,12,181
SERPINF1,12,182
CXCL8,12,183
GZMB,12,184
APOBEC3A,12,185
IGHV4-61,12,186
MS4A7,12,187
IGHD,12,188
S100A12,12,189
IGLV1-47,12,190
HLA-DQB1,12,191
HLA-DPA1,12,192
IGHV3-48,12,193
PLD4,12,194
IGKV3-11,12,195
CD1C,12,196
TCL1A,12,197
HBB,12,198
IGLV7-46,12,199
IGLV2-14,12,200
IGKV2-30,12,201
IGKV1-5,12,202
FCN1,12,203
IGKV4-1,12,204
LILRA4,12,205
HLA-DRB5,12,206
IGHV5-51,12,207
C1QA,12,208
IGKV1D-13,12,209
HLA-DRB1,12,210
SERPINA1,12,211
SMIM25,12,212
IGLV1-41,12,213
HLA-DQA1,12,214
IGHV1-46,12,215
IGLV3-25,12,216
IGLV2-5,12,217
VMO1,12,218
HLA-DRA,12,219
AC233755.1,12,220
IGHV3-20,12,221
FCGR3A,12,222
HLA-DQA2,12,223
MAFB,12,224
IGHV1-69D,12,225
CXCL3,12,226
IGHV3-66,12,227
IGHV3-33,12,228
IGHV3-21,12,229
IGHV1-18,12,230
IGHV1-69,12,231
IGLV3-21,12,232
CCL3,12,233
LYPD2,12,234
SCT,12,235
TCL1B,12,236
IGKV2D-28,12,237
AC233755.2,12,238
IGHV2-5,12,239
IGHV3-74,12,240
IGLV1-51,12,241
IGHV3-30,12,242
C1QB,12,243
CCL4,12,244
IGLV2-11,12,245
IGHV3-53,12,246
IGHV7-4-1,12,247
IGHV1-2,12,248
IGKV1-9,12,249
IGKV1-8,12,250
TRBV5-1,13,1
TRAV39,13,2
TRDV1,13,3
TRAV26-2,13,4
TRBV27,13,5
TRAV16,13,6
TRAV14DV4,13,7
FOXP3,13,8
TRAV30,13,9
TRAV21,13,10
TRAV9-2,13,11
TRBV18,13,12
TRAV12-3,13,13
TRBV6-1,13,14
TRAV38-1,13,15
TRBV21-1,13,16
TRBV4-2,13,17
TRAV19,13,18
TRAV12-2,13,19
TRAV12-1,13,20
TRBV7-9,13,21
TRBV30,13,22
TRAV29DV5,13,23
TRAV13-1,13,24
TRAV5,13,25
TRBV28,13,26
TRBV7-3,13,27
TRAV8-4,13,28
TRAV3,13,29
TRBV5-5,13,30
TRAV27,13,31
TRBV11-2,13,32
TRBV29-1,13,33
IFNG,13,34
TRGV10,13,35
TRAV23DV6,13,36
TRBV10-3,13,37
TRAV10,13,38
TRAV38-2DV8,13,39
TRBV6-2,13,40
TRBV12-4,13,41
TRBV20-1,13,42
TRBV13,13,43
KLRB1,13,44
TRBV14,13,45
TRBV6-4,13,46
TRAV8-1,13,47
GZMK,13,48
TRBV25-1,13,49
TRBV7-2,13,50
TRBV23-1,13,51
TRBV5-6,13,52
CD8B,13,53
LMNA,13,54
TRAV41,13,55
TRBV12-3,13,56
CCL20,13,57
TRBV24-1,13,58
TRBV4-1,13,59
TRAV20,13,60
CD8A,13,61
TNF,13,62
GZMA,13,63
PRF1,13,64
CTSW,13,65
TXNDC5,13,66
ITM2C,13,67
MTRNR2L12,13,68
TRBV6-6,13,69
CST7,13,70
S100B,13,71
IGLV1-44,13,72
LINC02446,13,73
TRBV7-6,13,74
TPM2,13,75
CCL5,13,76
STMN1,13,77
TRBV15,13,78
IGHV2-5,13,79
TSC22D1,13,80
CDKN1C,13,81
TRDV3,13,82
IGKV2-24,13,83
IRF7,13,84
IGLV2-23,13,85
NKG7,13,86
SERPINF1,13,87
CKB,13,88
IGLV3-10,13,89
IGHV7-4-1,13,90
IGLC3,13,91
TRDC,13,92
IGLV3-1,13,93
ZNF683,13,94
IGLV3-19,13,95
TRBV5-4,13,96
IGHV4-31,13,97
MZB1,13,98
DERL3,13,99
SPON2,13,100
IGLC2,13,101
PSAP,13,102
TRBV9,13,103
FTL,13,104
CLEC4C,13,105
IGHV4-34,13,106
IGHV1-2,13,107
IGLV2-8,13,108
TNFRSF17,13,109
IGLV2-14,13,110
CLIC3,13,111
GNLY,13,112
PTGDS,13,113
FGFBP2,13,114
IGHV3-23,13,115
JCHAIN,13,116
TRBV6-5,13,117
IGLV7-46,13,118
KLRC1,13,119
IGHV1-46,13,120
IGLV1-40,13,121
CD74,13,122
CD79A,13,123
TRBV19,13,124
CLU,13,125
LST1,13,126
IGKV2-29,13,127
IGHV4-4,13,128
CCDC50,13,129
IGHV1-69,13,130
IGHV3-11,13,131
TRBV2,13,132
HLA-DPB1,13,133
KLRD1,13,134
MYL9,13,135
IGLV1-47,13,136
TMEM40,13,137
GZMH,13,138
HLA-DQB1,13,139
IGHV3-7,13,140
APOBEC3A,13,141
MPIG6B,13,142
CLDN5,13,143
IGHA1,13,144
HLA-DPA1,13,145
MAFB,13,146
G0S2,13,147
IGHV1-3,13,148
IGHM,13,149
ITGA2B,13,150
IGKV3-11,13,151
CD9,13,152
HMOX1,13,153
IGHV5-51,13,154
IGKC,13,155
GNG11,13,156
PLD4,13,157
IGKV1D-13,13,158
TRBV3-1,13,159
IGLV1-41,13,160
TRDV2,13,161
IGLV1-51,13,162
SERPINA1,13,163
IGHA2,13,164
S100A9,13,165
IGKV1-9,13,166
LILRA4,13,167
IGHV1-69D,13,168
CD1C,13,169
IGKV4-1,13,170
CAVIN2,13,171
IGKV1-5,13,172
IGKV3-15,13,173
GP1BA,13,174
IGLV3-21,13,175
FCGR3A,13,176
GZMB,13,177
LYZ,13,178
IRF8,13,179
HLA-DQA1,13,180
IGHV3-66,13,181
MS4A1,13,182
FCER1A,13,183
IL1B,13,184
IGLV2-5,13,185
HLA-DRB1,13,186
PTCRA,13,187
CLEC10A,13,188
IGHV4-28,13,189
S100A8,13,190
IGHV4-59,13,191
CXCL8,13,192
TCL1A,13,193
C1QA,13,194
MS4A7,13,195
CCL3,13,196
PPBP,13,197
IGHV1-18,13,198
IGHD,13,199
IGHV3-21,13,200
HLA-DRB5,13,201
EREG,13,202
IGHV3-15,13,203
HLA-DRA,13,204
CCL4,13,205
TCL1B,13,206
HLA-DQA2,13,207
CMTM5,13,208
IGKV3-20,13,209
IGKV1-16,13,210
FCN1,13,211
IGHV3-30,13,212
PF4,13,213
LYPD2,13,214
F13A1,13,215
IGHV3-48,13,216
SMIM25,13,217
CST3,13,218
CXCL2,13,219
IGHV3-74,13,220
TREML1,13,221
S100A12,13,222
FCER1G,13,223
SPARC,13,224
VMO1,13,225
IGHV3-53,13,226
XCL1,13,227
GP9,13,228
IGHV3-33,13,229
PRSS57,13,230
IGKV2D-28,13,231
IGKV1-8,13,232
TUBB1,13,233
IGHV3-13,13,234
IGLV4-69,13,235
AC233755.1,13,236
AC233755.2,13,237
IGLV2-11,13,238
HBB,13,239
IGHV3-20,13,240
LRRC26,13,241
XCL2,13,242
CXCL3,13,243
IGKV1D-39,13,244
IGKV2-30,13,245
C1QB,13,246
IGHV4-39,13,247
IGLV3-25,13,248
IGHV4-61,13,249
SCT,13,250
TUBB1,14,1
GP1BA,14,2
GP9,14,3
PPBP,14,4
TREML1,14,5
PF4,14,6
MYL9,14,7
GNG11,14,8
CMTM5,14,9
CLDN5,14,10
ITGA2B,14,11
CAVIN2,14,12
MPIG6B,14,13
CLU,14,14
PTCRA,14,15
TMEM40,14,16
SPARC,14,17
F13A1,14,18
CD9,14,19
XCL1,14,20
HBB,14,21
TSC22D1,14,22
IGHV4-61,14,23
XCL2,14,24
C1QB,14,25
CCL5,14,26
CXCL3,14,27
LYPD2,14,28
IGKV3-20,14,29
AC233755.1,14,30
C1QA,14,31
TRBV25-1,14,32
TRBV15,14,33
IGKV2-30,14,34
KLRD1,14,35
TRDC,14,36
TRBV20-1,14,37
IGHV1-46,14,38
TRBV3-1,14,39
TRBV2,14,40
LMNA,14,41
IGHV4-28,14,42
G0S2,14,43
SMIM25,14,44
TNFRSF17,14,45
TRBV28,14,46
STMN1,14,47
IGHV3-15,14,48
CXCL8,14,49
CST3,14,50
TRBV6-6,14,51
FCER1A,14,52
TRAV16,14,53
SERPINA1,14,54
S100A12,14,55
AC233755.2,14,56
LRRC26,14,57
FCGR3A,14,58
SCT,14,59
CKB,14,60
FCN1,14,61
DERL3,14,62
GZMK,14,63
PTGDS,14,64
IL1B,14,65
TRAV10,14,66
S100A8,14,67
EREG,14,68
KLRC1,14,69
TRAV3,14,70
IGHV3-23,14,71
FCER1G,14,72
IGHV4-34,14,73
NKG7,14,74
PRSS57,14,75
GZMA,14,76
IGHV1-69D,14,77
IGHV4-4,14,78
IGKV1D-39,14,79
LYZ,14,80
IGLV1-47,14,81
CDKN1C,14,82
IGLV4-69,14,83
MZB1,14,84
IGHA2,14,85
IGHV4-39,14,86
APOBEC3A,14,87
IGKV1-8,14,88
IGHV3-48,14,89
JCHAIN,14,90
CXCL2,14,91
GNLY,14,92
MS4A7,14,93
IGHA1,14,94
TRBV9,14,95
S100A9,14,96
IGHV4-31,14,97
ZNF683,14,98
TRDV3,14,99
TRGV10,14,100
IGKC,14,101
CLIC3,14,102
TRBV5-4,14,103
ITM2C,14,104
TPM2,14,105
MAFB,14,106
TRAV19,14,107
LST1,14,108
PSAP,14,109
CCL20,14,110
MS4A1,14,111
IGHV3-13,14,112
IGHV3-74,14,113
KLRB1,14,114
IGHM,14,115
GZMH,14,116
IRF8,14,117
TRAV29DV5,14,118
TRAV8-1,14,119
TRAV21,14,120
IGKV1-9,14,121
TRAV20,14,122
CD8A,14,123
CLEC4C,14,124
GZMB,14,125
TRBV6-2,14,126
IGHV1-18,14,127
TRDV2,14,128
CCL3,14,129
CLEC10A,14,130
CTSW,14,131
IGLV3-25,14,132
LILRA4,14,133
TRBV7-6,14,134
TRAV12-1,14,135
TXNDC5,14,136
IGKV1D-13,14,137
CCL4,14,138
HMOX1,14,139
FTL,14,140
TRAV38-1,14,141
IGLV2-23,14,142
TRAV41,14,143
IGHD,14,144
IGKV3-11,14,145
IGKV2-29,14,146
IGLV3-19,14,147
IGHV3-7,14,148
TRBV6-5,14,149
TCL1A,14,150
LINC02446,14,151
IGHV4-59,14,152
IGHV3-30,14,153
S100B,14,154
IGHV3-20,14,155
TRAV8-4,14,156
HLA-DQA2,14,157
CD79A,14,158
MTRNR2L12,14,159
FGFBP2,14,160
CST7,14,161
TRAV12-3,14,162
TRAV13-1,14,163
HLA-DRB5,14,164
IGHV1-2,14,165
HLA-DRB1,14,166
TRAV30,14,167
IGKV4-1,14,168
IRF7,14,169
TNF,14,170
IGLC3,14,171
IGHV3-11,14,172
TRAV27,14,173
HLA-DRA,14,174
TRAV23DV6,14,175
TRAV12-2,14,176
CD1C,14,177
TRBV14,14,178
TRBV24-1,14,179
TRAV9-2,14,180
TRAV38-2DV8,14,181
PLD4,14,182
IGLC2,14,183
CCDC50,14,184
HLA-DPA1,14,185
HLA-DPB1,14,186
IGKV2-24,14,187
HLA-DQA1,14,188
IFNG,14,189
IGLV1-41,14,190
IGHV3-21,14,191
IGLV1-51,14,192
TRBV12-3,14,193
CD74,14,194
TRBV4-1,14,195
TRAV14DV4,14,196
SPON2,14,197
IGKV1-16,14,198
CD8B,14,199
PRF1,14,200
HLA-DQB1,14,201
TRBV6-4,14,202
IGHV3-33,14,203
TRBV5-6,14,204
IGKV1-5,14,205
TRBV7-2,14,206
IGKV3-15,14,207
FOXP3,14,208
IGLV3-21,14,209
IGHV1-69,14,210
IGLV7-46,14,211
IGLV3-10,14,212
IGHV1-3,14,213
TRAV5,14,214
TRBV21-1,14,215
TRBV19,14,216
VMO1,14,217
SERPINF1,14,218
IGLV2-11,14,219
TRBV7-3,14,220
TRBV6-1,14,221
IGKV2D-28,14,222
IGLV2-5,14,223
TRBV5-5,14,224
IGLV1-44,14,225
TRDV1,14,226
IGLV1-40,14,227
IGHV5-51,14,228
IGHV2-5,14,229
TRBV10-3,14,230
TRBV7-9,14,231
IGHV7-4-1,14,232
TCL1B,14,233
TRAV26-2,14,234
TRBV27,14,235
IGLV3-1,14,236
TRBV13,14,237
TRAV39,14,238
IGHV3-66,14,239
IGHV3-53,14,240
TRBV29-1,14,241
IGLV2-14,14,242
TRBV23-1,14,243
TRBV18,14,244
IGLV2-8,14,245
TRBV30,14,246
TRBV4-2,14,247
TRBV12-4,14,248
TRBV11-2,14,249
TRBV5-1,14,250
TRDV2,15,1
KLRC1,15,2
TRDC,15,3
GZMK,15,4
KLRD1,15,5
XCL1,15,6
FGFBP2,15,7
GNLY,15,8
IFNG,15,9
NKG7,15,10
TRGV10,15,11
CST7,15,12
TRDV3,15,13
GZMA,15,14
XCL2,15,15
TRDV1,15,16
GZMH,15,17
S100B,15,18
CCL5,15,19
PRF1,15,20
TRBV6-4,15,21
KLRB1,15,22
CTSW,15,23
ZNF683,15,24
TRBV24-1,15,25
TRBV27,15,26
TRAV39,15,27
TRAV38-1,15,28
TRBV4-2,15,29
FCGR3A,15,30
LINC02446,15,31
SPON2,15,32
TRBV4-1,15,33
IGLV2-11,15,34
TRBV5-4,15,35
GZMB,15,36
TRBV23-1,15,37
TRBV10-3,15,38
TRBV30,15,39
TRBV3-1,15,40
TRAV13-1,15,41
TRBV15,15,42
CLIC3,15,43
IGLV4-69,15,44
PTGDS,15,45
CD8A,15,46
TRAV9-2,15,47
CCL4,15,48
IGHV3-13,15,49
TRAV21,15,50
TRAV8-4,15,51
TRAV20,15,52
TRBV29-1,15,53
TRBV18,15,54
TRAV19,15,55
CLU,15,56
TRAV30,15,57
TRAV26-2,15,58
TRBV11-2,15,59
TRBV7-3,15,60
IGHV3-74,15,61
TRBV13,15,62
TRAV12-3,15,63
CD8B,15,64
TRBV7-9,15,65
TRAV10,15,66
TRAV41,15,67
TRAV27,15,68
IGHV4-4,15,69
CCL3,15,70
IGHA2,15,71
TSC22D1,15,72
TNF,15,73
STMN1,15,74
TRAV29DV5,15,75
IGHV4-28,15,76
TRAV12-2,15,77
TRAV5,15,78
ITM2C,15,79
TRAV16,15,80
IGLV2-8,15,81
TRBV28,15,82
IGLV2-5,15,83
C1QA,15,84
MTRNR2L12,15,85
TRBV5-1,15,86
FCER1G,15,87
TRBV2,15,88
TRBV19,15,89
TRBV6-5,15,90
TRBV25-1,15,91
TRBV6-1,15,92
TRAV8-1,15,93
MPIG6B,15,94
IGKV3-20,15,95
TRAV3,15,96
IGHV3-53,15,97
PRSS57,15,98
TRAV23DV6,15,99
TRBV12-3,15,100
IGHV1-69D,15,101
IGLV1-40,15,102
IGHA1,15,103
TRAV38-2DV8,15,104
DERL3,15,105
IGLV1-51,15,106
APOBEC3A,15,107
IGLV3-1,15,108
TRAV14DV4,15,109
IGLC2,15,110
LMNA,15,111
GP1BA,15,112
IGLV1-44,15,113
IGHV1-46,15,114
IRF7,15,115
CCDC50,15,116
TRAV12-1,15,117
IGLV3-10,15,118
CD79A,15,119
IGHV4-31,15,120
IGKV3-15,15,121
TRBV6-6,15,122
IGLV2-14,15,123
IGLV3-19,15,124
TRBV7-2,15,125
TPM2,15,126
IGHV4-59,15,127
CDKN1C,15,128
CAVIN2,15,129
HMOX1,15,130
C1QB,15,131
IGKV2-24,15,132
LRRC26,15,133
IL1B,15,134
IGHV3-66,15,135
LST1,15,136
TCL1B,15,137
PPBP,15,138
IGLV3-25,15,139
TXNDC5,15,140
IGHV3-33,15,141
TUBB1,15,142
MS4A1,15,143
IGLV7-46,15,144
PSAP,15,145
CKB,15,146
JCHAIN,15,147
IGHV1-3,15,148
IGKV2-30,15,149
TREML1,15,150
IGHM,15,151
IGHV3-23,15,152
FOXP3,15,153
CD74,15,154
SPARC,15,155
MS4A7,15,156
IGLV1-41,15,157
HLA-DPA1,15,158
IRF8,15,159
FTL,15,160
MYL9,15,161
HLA-DPB1,15,162
PLD4,15,163
MAFB,15,164
IGKV1D-13,15,165
IGLC3,15,166
CCL20,15,167
IGKV3-11,15,168
MZB1,15,169
IGHV2-5,15,170
IGHV7-4-1,15,171
TRBV5-5,15,172
CLEC10A,15,173
IGKC,15,174
CXCL8,15,175
AC233755.2,15,176
TRBV5-6,15,177
FCER1A,15,178
HLA-DQB1,15,179
IGLV1-47,15,180
IGHV3-20,15,181
IGHV1-2,15,182
IGHV4-61,15,183
HLA-DRB1,15,184
HLA-DRB5,15,185
TRBV14,15,186
TNFRSF17,15,187
GP9,15,188
TCL1A,15,189
ITGA2B,15,190
IGKV1D-39,15,191
F13A1,15,192
HLA-DQA2,15,193
IGLV3-21,15,194
SMIM25,15,195
IGHV1-18,15,196
IGKV1-8,15,197
TRBV21-1,15,198
PF4,15,199
HLA-DQA1,15,200
IGHD,15,201
HBB,15,202
G0S2,15,203
HLA-DRA,15,204
GNG11,15,205
LYPD2,15,206
TRBV7-6,15,207
CLDN5,15,208
CMTM5,15,209
PTCRA,15,210
SERPINA1,15,211
CD9,15,212
CST3,15,213
IGHV4-34,15,214
IGHV3-21,15,215
S100A9,15,216
CXCL3,15,217
TMEM40,15,218
TRBV6-2,15,219
IGHV3-7,15,220
CXCL2,15,221
SCT,15,222
IGKV2-29,15,223
IGKV4-1,15,224
CD1C,15,225
IGHV3-15,15,226
IGHV4-39,15,227
IGHV1-69,15,228
LYZ,15,229
IGHV5-51,15,230
CLEC4C,15,231
EREG,15,232
IGHV3-30,15,233
TRBV12-4,15,234
TRBV9,15,235
FCN1,15,236
AC233755.1,15,237
IGKV1-16,15,238
IGHV3-11,15,239
IGHV3-48,15,240
IGKV2D-28,15,241
IGKV1-9,15,242
IGLV2-23,15,243
S100A8,15,244
VMO1,15,245
IGKV1-5,15,246
S100A12,15,247
LILRA4,15,248
TRBV20-1,15,249
SERPINF1,15,250
TRBV19,16,1
TRBV15,16,2
TRBV5-5,16,3
TRAV39,16,4
TRAV16,16,5
TRBV11-2,16,6
TRBV23-1,16,7
TRBV4-1,16,8
TRAV23DV6,16,9
TRAV8-1,16,10
TRAV5,16,11
TRAV21,16,12
TRAV29DV5,16,13
TRAV26-2,16,14
TRAV12-2,16,15
TRAV12-3,16,16
TRAV3,16,17
TRBV12-3,16,18
TRAV10,16,19
TRAV12-1,16,20
IGKV2-29,16,21
TRBV27,16,22
TRBV18,16,23
TRAV8-4,16,24
TRDC,16,25
TRBV29-1,16,26
TRBV5-6,16,27
TRAV20,16,28
TRBV2,16,29
TRBV5-4,16,30
TRBV7-6,16,31
TRAV13-1,16,32
TRAV9-2,16,33
TRAV14DV4,16,34
TRBV14,16,35
TRAV41,16,36
FOXP3,16,37
TRAV38-1,16,38
IGLV7-46,16,39
TRBV6-1,16,40
TRAV19,16,41
TRBV12-4,16,42
TRBV7-9,16,43
TRAV27,16,44
IFNG,16,45
TRAV38-2DV8,16,46
TRGV10,16,47
TRDV3,16,48
CLDN5,16,49
TRBV25-1,16,50
TRBV3-1,16,51
TRDV1,16,52
IGLV1-41,16,53
TRBV6-5,16,54
STMN1,16,55
TRAV30,16,56
TRBV13,16,57
KLRB1,16,58
CAVIN2,16,59
GNG11,16,60
CD8B,16,61
IGHV4-28,16,62
ZNF683,16,63
TRBV30,16,64
TRBV21-1,16,65
IGLV1-47,16,66
TRBV6-6,16,67
TUBB1,16,68
ITM2C,16,69
TNF,16,70
CTSW,16,71
CMTM5,16,72
LINC02446,16,73
CDKN1C,16,74
TRBV10-3,16,75
GZMK,16,76
LMNA,16,77
PF4,16,78
GP9,16,79
TMEM40,16,80
GP1BA,16,81
IGHD,16,82
PTCRA,16,83
MPIG6B,16,84
MTRNR2L12,16,85
IGHV4-34,16,86
GZMA,16,87
TXNDC5,16,88
TSC22D1,16,89
HBB,16,90
TNFRSF17,16,91
IGHV3-11,16,92
IGLV2-11,16,93
SPARC,16,94
CLU,16,95
IGLV3-19,16,96
CLEC4C,16,97
IGLC2,16,98
IRF7,16,99
PPBP,16,100
FGFBP2,16,101
CCL5,16,102
IGHV3-7,16,103
IGKV1-16,16,104
ITGA2B,16,105
S100B,16,106
TREML1,16,107
TRBV24-1,16,108
GNLY,16,109
IGHV3-21,16,110
TRBV9,16,111
AC233755.1,16,112
IGHV3-15,16,113
IGHV4-61,16,114
IGHA2,16,115
CD8A,16,116
PTGDS,16,117
CD79A,16,118
CKB,16,119
TRBV7-2,16,120
KLRC1,16,121
SCT,16,122
IGLV2-8,16,123
IGHV3-66,16,124
IGLC3,16,125
MZB1,16,126
IGLV3-1,16,127
TRBV6-4,16,128
XCL1,16,129
KLRD1,16,130
GZMB,16,131
IGHV3-30,16,132
TPM2,16,133
CCL20,16,134
FCER1A,16,135
F13A1,16,136
PRSS57,16,137
IGLV3-21,16,138
IGKC,16,139
DERL3,16,140
GZMH,16,141
IGHV1-18,16,142
IGLV2-14,16,143
FTL,16,144
IGHV3-23,16,145
CST7,16,146
MYL9,16,147
IGKV4-1,16,148
IGKV1D-39,16,149
IGLV1-51,16,150
SERPINF1,16,151
CLIC3,16,152
PRF1,16,153
IGLV2-23,16,154
TRDV2,16,155
XCL2,16,156
JCHAIN,16,157
IGLV1-44,16,158
LILRA4,16,159
IGHV1-2,16,160
TRBV5-1,16,161
SPON2,16,162
IGHV4-59,16,163
PSAP,16,164
CCL3,16,165
IRF8,16,166
TRBV20-1,16,167
IGHV4-4,16,168
IGHV1-69,16,169
IGHV4-31,16,170
IGHV3-13,16,171
